שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
מדרשות חלק ב - מדרש חסרות ויתרות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרשות חלק ב - מדרש חסרות ויתרות.txt,OnYourWay,374
בתי מדרשות חלק ב - מדרש אלפא ביתות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש אלפא ביתות.txt,OnYourWay,46
בתי מדרשות חלק ב - מדרש מנין.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש מנין.txt,OnYourWay,115
אמת ואמונה - מנחם מנדל מקוצק.txt,אוצריא/חסידות/אמת ואמונה - מנחם מנדל מקוצק.txt,OnYourWay,1931
אגרת הקדש.txt,אוצריא/חסידות/חבד/אגרת הקדש.txt,OnYourWay,117
תניא שער היחוד והאמונה.txt,אוצריא/חסידות/חבד/תניא שער היחוד והאמונה.txt,OnYourWay,41
אגרת התשובה.txt,אוצריא/חסידות/חבד/אגרת התשובה.txt,OnYourWay,30
ספר שמות הצדיקים.txt,אוצריא/חסידות/ברסלב/ספר שמות הצדיקים.txt,OnYourWay,263
עלים לתרופה.txt,אוצריא/חסידות/ברסלב/עלים לתרופה.txt,OnYourWay,4525
משיבת נפש.txt,אוצריא/חסידות/ברסלב/משיבת נפש.txt,OnYourWay,317
זמרת הארץ.txt,אוצריא/חסידות/ברסלב/זמרת הארץ/זמרת הארץ.txt,OnYourWay,270
זמרת הארץ לקוטי תנינא.txt,אוצריא/חסידות/ברסלב/זמרת הארץ/זמרת הארץ לקוטי תנינא.txt,OnYourWay,143
ימי מוהרנת חלק שני.txt,אוצריא/חסידות/ברסלב/ספר ימי מוהרנת/ימי מוהרנת חלק שני.txt,OnYourWay,554
ימי מוהרנת חלק ראשון.txt,אוצריא/חסידות/ברסלב/ספר ימי מוהרנת/ימי מוהרנת חלק ראשון.txt,OnYourWay,455
כתבי הרמבם.txt,אוצריא/מחשבת ישראל/ראשונים/כתבי הרמבם.txt,OnYourWay,765
חק לישראל - שמות.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - שמות.txt,Orayta,2590
חק לישראל - בראשית.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - בראשית.txt,Orayta,2929
חק לישראל - דברים.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - דברים.txt,Orayta,2368
חק לישראל - במדבר.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - במדבר.txt,Orayta,2258
חק לישראל - ויקרא.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - ויקרא.txt,Orayta,2187
ביאור גמרא נוחה על מכות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על מכות.txt,Orayta,1427
ביאור גמרא נוחה על בבא קמא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על בבא קמא.txt,Orayta,5844
ביאור גמרא נוחה על הוריות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על הוריות.txt,Orayta,913
ביאור גמרא נוחה על סנהדרין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על סנהדרין.txt,Orayta,6539
ביאור גמרא נוחה על בבא מציעא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על בבא מציעא.txt,Orayta,6078
ביאור גמרא נוחה על בבא בתרא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על בבא בתרא.txt,Orayta,6666
ביאור גמרא נוחה על עבודה זרה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על עבודה זרה.txt,Orayta,3708
ביאור גמרא נוחה על נדה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/טהרות/ביאור גמרא נוחה על נדה.txt,Orayta,4113
ביאור גמרא נוחה על יומא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על יומא.txt,Orayta,1703
ביאור גמרא נוחה על פסחים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על פסחים.txt,Orayta,5750
ביאור גמרא נוחה על שבת.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על שבת.txt,Orayta,5359
ביאור גמרא נוחה על תענית.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על תענית.txt,Orayta,1757
ביאור גמרא נוחה על ראש השנה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על ראש השנה.txt,Orayta,1780
ביאור גמרא נוחה על ביצה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על ביצה.txt,Orayta,1832
ביאור גמרא נוחה על חגיגה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על חגיגה.txt,Orayta,1323
ביאור גמרא נוחה על עירובין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על עירובין.txt,Orayta,4837
ביאור גמרא נוחה על סוכה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על סוכה.txt,Orayta,2557
ביאור גמרא נוחה על מועד קטן.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על מועד קטן.txt,Orayta,1709
ביאור גמרא נוחה על מגילה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/מועד/ביאור גמרא נוחה על מגילה.txt,Orayta,2255
ביאור גמרא נוחה על ברכות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/זרעים/ביאור גמרא נוחה על ברכות.txt,Orayta,4387
ביאור גמרא נוחה על סוטה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על סוטה.txt,Orayta,3023
ביאור גמרא נוחה על נזיר.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על נזיר.txt,Orayta,2429
ביאור גמרא נוחה על נדרים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על נדרים.txt,Orayta,1247
ביאור גמרא נוחה על קידושין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על קידושין.txt,Orayta,4229
ביאור גמרא נוחה על גיטין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על גיטין.txt,Orayta,4748
ביאור גמרא נוחה על יבמות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על יבמות.txt,Orayta,6587
ביאור גמרא נוחה על כתובות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נשים/ביאור גמרא נוחה על כתובות.txt,Orayta,5317
ביאור גמרא נוחה על מעילה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על מעילה.txt,Orayta,819
ביאור גמרא נוחה על תמורה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על תמורה.txt,Orayta,955
ביאור גמרא נוחה על בכורות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על בכורות.txt,Orayta,2776
ביאור גמרא נוחה על חולין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על חולין.txt,Orayta,6164
ביאור גמרא נוחה על כריתות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על כריתות.txt,Orayta,143
ביאור גמרא נוחה על ערכין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על ערכין.txt,Orayta,2073
ביאור גמרא נוחה על תמיד.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על תמיד.txt,Orayta,506
ביאור גמרא נוחה על מנחות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על מנחות.txt,Orayta,4856
ביאור גמרא נוחה על זבחים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/קדשים/ביאור גמרא נוחה על זבחים.txt,Orayta,5386
כללי ספר מלחמות משה.txt,אוצריא/קבלה/רמחל/כללי ספר מלחמות משה.txt,Orayta,66
דברי תורה בשם המגיד לרמחל.txt,אוצריא/קבלה/רמחל/דברי תורה בשם המגיד לרמחל.txt,Orayta,29
תפלות לפנות המרכבה.txt,אוצריא/קבלה/רמחל/תפלות לפנות המרכבה.txt,Orayta,131
ספר דרך חכמה.txt,אוצריא/קבלה/רמחל/ספר דרך חכמה.txt,Orayta,28
כללי מאמר החכמה.txt,אוצריא/קבלה/רמחל/כללי מאמר החכמה.txt,Orayta,55
ספר קנאת ה' צבאות.txt,אוצריא/קבלה/רמחל/ספר קנאת ה' צבאות.txt,Orayta,278
כללות שרשי החכמה.txt,אוצריא/קבלה/רמחל/כללות שרשי החכמה.txt,Orayta,18
הזוהר המתורגם - זוהר חדש.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - זוהר חדש.txt,Orayta,7947
הזוהר המתורגם - תיקוני הזוהר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - תיקוני הזוהר.txt,Orayta,3840
הזוהר המתורגם - שמות.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - שמות.txt,Orayta,9534
הזוהר המתורגם - ויקרא.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - ויקרא.txt,Orayta,3801
הזוהר המתורגם - במדבר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - במדבר.txt,Orayta,4154
הזוהר המתורגם - בראשית.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - בראשית.txt,Orayta,8994
הזוהר המתורגם - דברים.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - דברים.txt,Orayta,1435
הזוהר המתורגם - הקדמה.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - הקדמה.txt,Orayta,537
קיצור שע ילקוט יוסף החדש - חושן משפט.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - חושן משפט.txt,Orayta,732
קיצור שע ילקוט יוסף החדש - אבן העזר.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אבן העזר.txt,Orayta,1186
קיצור שע ילקוט יוסף החדש - אורח חיים.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אורח חיים.txt,Orayta,19287
קיצור שע ילקוט יוסף החדש - יורה דעה.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - יורה דעה.txt,Orayta,8637
דברי יואל על התורה.txt,אוצריא/חסידות/סאטמר/דברי יואל על התורה.txt,Tashma,17411
דברי יואל על המועדים.txt,אוצריא/חסידות/סאטמר/דברי יואל על המועדים.txt,Tashma,19912
שער הציון.txt,אוצריא/הלכה/שולחן ערוך/מפרשים/משנה ברורה/שער הציון.txt,Tashma,18678
צורת בית המקדש השני להתוספות יום טוב.txt,אוצריא/משנה/אחרונים/צורת בית המקדש השני להתוספות יום טוב.txt,MoreBooks,87
צורת בית שני.txt,אוצריא/משנה/אחרונים/צורת בית שני.txt,MoreBooks,72
צורת בית המקדש להתפארת ישראל.txt,אוצריא/משנה/אחרונים/צורת בית המקדש להתפארת ישראל.txt,MoreBooks,217
חק נתן על משנה מדות.txt,אוצריא/משנה/אחרונים/חק נתן על משנה מדות.txt,MoreBooks,119
פירוש מיוחס לרבינו שמעיה על מסכת מדות.txt,אוצריא/משנה/ראשונים/פירוש מיוחס לרבינו שמעיה על מסכת מדות.txt,MoreBooks,64
מאירי על מקואות.txt,אוצריא/משנה/ראשונים/מאירי/מאירי על מקואות.txt,MoreBooks,322
פירוש הראש על קינים.txt,אוצריא/משנה/ראשונים/ראש/פירוש הראש על קינים.txt,MoreBooks,108
אריה דבי עילאי.txt,אוצריא/שות/אחרונים/אריה דבי עילאי.txt,MoreBooks,348
שות אות לטובה.txt,אוצריא/שות/אחרונים/שות אות לטובה.txt,MoreBooks,501
הערות על שות אות לטובה.txt,אוצריא/שות/אחרונים/הערות על שות אות לטובה.txt,MoreBooks,629
תשובות הריטב״א.txt,אוצריא/שות/ראשונים/תשובות הריטב״א.txt,MoreBooks,277
תשובות רבנו יעקב - בענין תפלה.txt,אוצריא/שות/ראשונים/תשובות רבנו יעקב - בענין תפלה.txt,MoreBooks,30
הערות על תשובת רבנו יעקב בענין תפילה.txt,אוצריא/שות/ראשונים/הערות על תשובת רבנו יעקב בענין תפילה.txt,MoreBooks,21
עריכת ספר באוצריא.txt,אוצריא/אודות התוכנה/עריכת ספר באוצריא.txt,MoreBooks,159
גירסת ספריה.txt,אוצריא/אודות התוכנה/גירסת ספריה.txt,MoreBooks,1
מאירי על מסכת שקלים.txt,אוצריא/תלמוד ירושלמי/מפרשים/מאירי על מסכת שקלים.txt,MoreBooks,232
משכיל לדוד על התנך.txt,אוצריא/תנך/מחברי זמננו/משכיל לדוד על התנך.txt,MoreBooks,727
הערות על משכיל לדוד על התנך.txt,אוצריא/תנך/מחברי זמננו/הערות על משכיל לדוד על התנך.txt,MoreBooks,111
